GENESIS-Tabelle: 13211-01-03-5-B;;;;;;;;
Arbeitslose nach ausgewählten Personengruppen -;;;;;;;;
Jahresdurchschnitt - regionale Ebenen;;;;;;;;
Arbeitsmarktstatistik der Bundesagentur für Arbeit;;;;;;;;
Jahr: 2019;;;;;;;;
;;Arbeitslose insgesamt;Arbeitslose;Arbeitslose;Arbeitslose;Arbeitslose;Arbeitslose;Arbeitslose
;;;und zwar;und zwar;und zwar;und zwar;und zwar;und zwar
;;;Ausländer;schwerbehindert;15 bis unter 20 Jahre;15 bis unter 25 Jahre;55 bis unter 65 Jahre;langzeitarbeitslos
;;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl;Anzahl
9672451;Dreistelzer Forst;-;-;-;-;-;-;-
9672454;Forst Detter-Süd;-;-;-;-;-;-;-
9672455;Geiersnest-Ost;-;-;-;-;-;-;-
9672456;Geiersnest-West;-;-;-;-;-;-;-
9672457;Großer Auersberg;-;-;-;-;-;-;-
9672458;Kälberberg;-;-;-;-;-;-;-
9672461;Mottener Forst-Süd;-;-;-;-;-;-;-
9672462;Neuwirtshauser Forst;-;-;-;-;-;-;-
9672463;Omerz u. Roter Berg;-;-;-;-;-;-;-
9672464;Römershager Forst-Nord;-;-;-;-;-;-;-
9672465;Römershager Forst-Ost;-;-;-;-;-;-;-
9672466;Roßbacher Forst;-;-;-;-;-;-;-
9672468;Waldfensterer Forst;-;-;-;-;-;-;-
9673113;Aubstadt;9;.;2;0;0;6;2
9673114;Bad Neustadt a.d.Saale, St;320;78;34;8;37;86;68
9673116;Bastheim;22;2;3;1;5;8;2
9673117;Bischofsheim a.d.Rhön, St;59;4;8;1;8;20;13
9673123;Fladungen, St;33;1;6;1;4;13;6
9673126;Großbardorf;8;.;1;0;0;5;1
9673127;Großeibstadt;9;1;2;1;1;4;1
9673129;Hausen;7;1;1;0;0;4;2
9673130;Hendungen;11;.;1;0;1;3;2
9673131;Herbstadt;5;.;1;0;0;1;1
9673133;Heustreu;10;1;3;0;1;3;2
9673134;Höchheim;13;1;1;0;2;5;1
9673135;Hohenroth;37;4;5;1;5;13;7
9673136;Hollstadt;19;1;3;0;1;5;3
9673141;Bad Königshofen i.Grabfeld, St;87;16;11;1;10;22;15
9673142;Mellrichstadt, St;89;14;10;2;11;20;16
9673146;Niederlauer;23;3;4;0;3;7;4
9673147;Nordheim v.d.Rhön;20;0;5;1;1;8;3
9673149;Oberelsbach, M;36;5;5;1;4;16;8
9673151;Oberstreu;16;1;2;1;3;4;2
9673153;Ostheim v.d.Rhön, St;54;5;4;2;7;16;11
9673156;Rödelmaier;12;1;2;0;1;5;3
9673160;Saal a.d.Saale, M;15;2;2;1;1;5;4
9673161;Salz;24;3;3;1;4;6;5
9673162;Sandberg;28;2;3;1;2;13;7
9673163;Schönau a.d.Brend;11;1;3;0;2;4;3
9673167;Sondheim v.d.Rhön;18;1;4;1;2;5;5
9673170;Stockheim;20;4;3;1;2;4;5
9673171;Strahlungen;10;0;1;0;1;5;2
9673172;Sulzdorf a.d.Lederhecke;14;2;1;0;1;4;5
9673173;Sulzfeld;19;1;4;0;2;5;2
9673174;Trappstadt, M;9;.;3;0;1;3;2
9673175;Unsleben;15;.;2;0;2;5;4
9673182;Willmars;11;0;1;0;2;1;2
9673183;Wollbach;11;2;2;0;1;2;0
9673184;Wülfershausen a.d.Saale;13;.;1;0;1;7;3
9673186;Burglauer;15;1;3;0;1;5;3
9673444;Gem.fr. Geb. Rhön-Grabfeld;-;-;-;-;-;-;-
9673451;Bundorfer Forst;-;-;-;-;-;-;-
9673452;Burgwallbacher Forst;-;-;-;-;-;-;-
9673453;Forst Schmalwasser-Nord;-;-;-;-;-;-;-
9673454;Forst Schmalwasser-Süd;-;-;-;-;-;-;-
9673455;Mellrichstadter Forst;-;-;-;-;-;-;-
9673456;Steinacher Forst r.d.Saale;-;-;-;-;-;-;-
9673457;Sulzfelder Forst;-;-;-;-;-;-;-
9673458;Weigler;-;-;-;-;-;-;-
9674111;Aidhausen;19;1;3;1;3;7;2
9674118;Breitbrunn;10;.;1;0;1;5;3
9674120;Bundorf;14;1;1;1;1;7;3
9674121;Burgpreppach, M;17;1;4;1;3;2;5
9674129;Ebelsbach;67;10;9;1;7;24;11
9674130;Ebern, St;114;21;13;3;15;30;15
9674133;Eltmann, St;110;19;15;5;15;34;19
9674139;Gädheim;12;0;2;1;2;4;2
9674147;Haßfurt, St;253;47;26;8;32;67;43
9674149;Hofheim i.UFr., St;76;10;11;1;9;22;13
9674153;Riedbach;20;2;4;1;3;5;4
9674159;Oberaurach;56;2;8;2;5;17;9
9674160;Kirchlauter;14;0;1;0;1;5;3
9674163;Knetzgau;97;12;8;4;12;32;17
9674164;Königsberg i.Bay., St;48;6;3;1;9;11;5
9674171;Maroldsweisach, M;46;2;6;2;6;13;10
9674180;Theres;42;5;6;1;5;19;9
9674184;Pfarrweisach;22;2;1;1;4;8;4
9674187;Rauhenebrach;34;1;3;1;4;13;8
9674190;Rentweinsdorf, M;17;1;4;1;3;8;3
9674195;Sand a.Main;51;6;7;2;6;18;8
9674201;Stettfeld;15;1;1;0;1;5;6
9674210;Untermerzbach;24;1;3;1;4;10;2
9674219;Wonfurt;25;3;2;0;2;10;5
9674221;Zeil a.Main, St;119;19;12;4;11;31;22
9674223;Ermershausen;5;0;1;0;0;3;2
9675111;Abtswind, M;8;2;1;0;0;4;0
9675112;Albertshofen;27;4;5;1;2;7;3
9675113;Biebelried;11;1;2;0;1;3;2
9675114;Buchbrunn;7;1;1;0;1;1;.
9675116;Castell;9;1;0;0;1;2;1
9675117;Dettelbach, St;68;8;6;1;8;17;6
9675127;Geiselwind, M;24;4;5;0;3;8;3
9675131;Großlangheim, M;11;1;0;0;2;1;0
9675139;Iphofen, St;42;4;5;2;6;13;6
9675141;Kitzingen, GKSt;427;172;39;10;56;97;61
9675142;Kleinlangheim, M;23;6;2;0;4;5;1
9675144;Mainbernheim, St;26;3;4;2;2;7;2
9675146;Mainstockheim;17;3;1;1;2;6;2
9675147;Marktbreit, St;43;6;8;0;4;13;5
9675148;Markt Einersheim, M;10;1;0;1;2;1;1
9675149;Marktsteft, St;20;2;3;0;3;7;2
9675150;Martinsheim;9;4;1;0;2;2;0
9675155;Nordheim a.Main;9;1;1;0;1;4;0
9675156;Obernbreit, M;15;1;3;0;2;3;1
9675158;Prichsenstadt, St;33;3;7;0;5;12;5
9675161;Rödelsee;15;1;2;1;1;7;1
9675162;Rüdenhausen, M;12;1;1;0;1;5;2
9675165;Schwarzach a.Main, M;36;6;4;1;6;9;2
9675166;Segnitz;10;1;2;0;0;4;.
9675167;Seinsheim, M;12;0;2;0;2;6;1
9675169;Sommerach;13;1;1;0;0;4;2
9675170;Sulzfeld a.Main;13;1;2;0;2;4;1
9675174;Volkach, St;98;17;15;2;11;33;9
9675177;Wiesenbronn;14;1;1;1;1;4;3
9675178;Wiesentheid, M;49;6;5;1;6;14;7
9675179;Willanzheim, M;15;4;3;1;2;4;3
9676111;Altenbuch;13;1;2;1;2;7;2
9676112;Amorbach, St;67;12;8;3;8;16;14
9676116;Bürgstadt, M;52;11;9;1;5;15;11
9676117;Collenberg;43;11;6;1;3;14;8
9676118;Dorfprozelten;24;6;4;0;2;9;6
9676119;Eichenbühl;26;6;5;0;2;10;5
9676121;Elsenfeld, M;192;88;14;6;25;41;34
9676122;Erlenbach a.Main, St;214;89;19;6;24;44;32
9676123;Eschau, M;54;7;3;2;6;18;12
9676124;Faulbach;18;2;2;0;2;7;3
9676125;Großheubach, M;71;22;4;2;8;19;12
9676126;Großwallstadt;49;5;7;0;6;16;7
9676128;Hausen;22;2;4;1;4;6;4
9676131;Kirchzell, M;19;2;2;0;2;7;4
9676132;Kleinheubach, M;68;24;6;2;9;15;9
9676133;Kleinwallstadt, M;97;23;11;3;10;32;21
9676134;Klingenberg a.Main, St;118;46;10;2;16;21;18
9676135;Laudenbach;17;6;2;0;3;2;2
9676136;Leidersbach;66;14;10;2;7;16;12
9676139;Miltenberg, St;197;67;19;3;17;54;40
9676140;Mömlingen;75;20;5;1;6;22;15
9676141;Mönchberg, M;30;5;2;1;3;10;6
9676143;Neunkirchen;12;1;1;0;1;6;2
9676144;Niedernberg;53;10;8;1;5;15;7
9676145;Obernburg a.Main, St;167;62;13;2;18;39;35
9676151;Röllbach;21;4;2;1;3;6;4
9676153;Rüdenau;6;1;1;0;1;4;2
9676156;Schneeberg, M;15;3;1;0;1;2;3
9676158;Stadtprozelten, St;26;8;4;0;4;8;5
9676160;Sulzbach a.Main, M;91;22;9;1;8;29;13
9676165;Weilbach, M;30;4;3;2;4;9;6
9676169;Wörth a.Main, St;96;24;7;2;12;26;18
9676444;Gem.fr. Geb. Miltenberg;-;-;-;-;-;-;-
9676452;Forstwald;-;-;-;-;-;-;-
9676455;Hohe Wart;-;-;-;-;-;-;-
9677114;Arnstein, St;70;9;11;1;7;22;12
9677116;Aura i.Sinngrund;8;0;1;0;1;3;0
9677119;Birkenfeld;19;1;4;0;2;4;4
9677120;Bischbrunn;13;1;3;0;2;5;1
9677122;Burgsinn, M;22;3;2;1;3;3;3
9677125;Erlenbach b.Marktheidenfeld;22;1;3;1;3;8;3
9677126;Esselbach;14;1;1;0;0;6;2
9677127;Eußenheim;26;2;2;0;3;11;5
9677128;Fellen;7;.;3;0;1;4;2
9677129;Frammersbach, M;48;10;7;0;5;17;8
9677131;Gemünden a.Main, St;147;38;25;5;16;42;30
9677132;Gössenheim;10;2;1;0;1;3;1
9677133;Gräfendorf;17;2;0;0;1;4;4
9677135;Hafenlohr;20;2;1;0;2;9;3
9677137;Hasloch;14;6;1;0;2;2;4
9677142;Himmelstadt;20;2;4;0;2;8;2
9677146;Karbach, M;14;2;2;0;2;4;0
9677148;Karlstadt, St;160;39;19;3;17;50;22
9677149;Karsbach;16;1;5;0;2;7;3
9677151;Kreuzwertheim, M;33;6;3;0;2;8;2
9677154;Triefenstein, M;44;2;6;1;5;18;8
9677155;Lohr a.Main, St;171;44;21;7;24;52;28
9677157;Marktheidenfeld, St;119;27;11;2;14;33;15
9677159;Mittelsinn;9;2;1;0;1;4;1
9677164;Neuendorf;9;0;1;0;2;4;1
9677165;Neuhütten;8;1;1;0;1;3;0
9677166;Neustadt a.Main;20;4;3;0;2;6;1
9677169;Obersinn, M;11;2;0;0;1;4;1
9677170;Partenstein;32;7;7;0;4;8;5
9677172;Rechtenbach;11;3;1;0;1;6;3
9677175;Retzstadt;14;1;2;0;1;8;3
9677177;Rieneck, St;16;2;3;0;1;5;2
9677178;Roden;12;1;1;1;1;5;2
9677181;Rothenfels, St;8;1;1;0;1;2;0
9677182;Schollbrunn;7;1;-;-;1;2;1
9677186;Steinfeld;17;1;1;0;1;6;1
9677189;Thüngen, M;13;1;1;0;2;3;2
9677193;Urspringen;12;0;2;1;3;4;3
9677200;Wiesthal;11;1;2;1;3;4;1
9677203;Zellingen, M;65;12;9;1;5;19;6
9677444;Gem.fr. Geb. Main-Spessart;-;-;-;-;-;-;-
9677452;Burgjoß;-;-;-;-;-;-;-
9677453;Forst Aura;-;-;-;-;-;-;-
9677454;Forst Lohrerstraße;-;-;-;-;-;-;-
9677455;Frammersbacher Forst;-;-;-;-;-;-;-
9677456;Fürstl. Löwenstein'scher Park;-;-;-;-;-;-;-
9677457;Haurain;-;-;-;-;-;-;-
9677458;Herrnwald;-;-;-;-;-;-;-
9677459;Langenprozeltener Forst;-;-;-;-;-;-;-
9677461;Partensteiner Forst;-;-;-;-;-;-;-
9677463;Ruppertshüttener Forst;-;-;-;-;-;-;-
9678115;Bergrheinfeld;90;23;8;3;10;29;24
9678122;Dingolshausen;18;.;1;0;2;4;5
9678123;Dittelbrunn;100;21;9;2;8;29;16
9678124;Donnersdorf;20;1;4;0;2;6;5
9678128;Euerbach;43;6;9;1;4;14;8
9678130;Frankenwinheim;10;0;1;0;1;5;4
9678132;Geldersheim;35;6;4;2;6;12;7
9678134;Gerolzhofen, St;127;24;14;3;11;33;32
9678135;Gochsheim;128;28;13;3;13;36;27
9678136;Grafenrheinfeld;42;7;6;0;5;8;5
9678138;Grettstadt;63;12;13;1;7;22;18
9678150;Kolitzheim;56;3;8;1;7;15;9
9678153;Lülsfeld;7;1;0;0;1;2;1
9678157;Michelau i.Steigerwald;15;2;2;0;3;6;4
9678160;Niederwerrn;119;25;9;2;13;35;25
9678164;Oberschwarzach, M;13;1;3;1;2;5;3
9678168;Poppenhausen;62;6;8;2;7;18;11
9678170;Röthlein;64;6;7;2;9;24;16
9678174;Schonungen;108;23;11;2;9;36;20
9678175;Schwanfeld;15;0;3;1;3;2;1
9678176;Schwebheim;67;7;7;1;6;23;19
9678178;Sennfeld;87;23;10;2;7;19;21
9678181;Stadtlauringen, M;52;4;7;2;8;15;14
9678183;Sulzheim;22;2;1;1;3;9;5
9678186;Üchtelhausen;43;4;5;0;3;15;12
9678190;Waigolshausen;24;4;2;0;3;8;5
9678192;Wasserlosen;28;2;4;1;3;8;5
9678193;Werneck, M;97;11;14;1;9;38;21
9678196;Wipfeld;16;0;1;0;1;7;6
9678444;Gem.fr. Geb. Schweinfurt;-;-;-;-;-;-;-
9678451;Bürgerwald;-;-;-;-;-;-;-
9678452;Geiersberg;-;-;-;-;-;-;-
9678453;Hundelshausen;-;-;-;-;-;-;-
9678454;Nonnenkloster;-;-;-;-;-;-;-
9678455;Stollbergerforst;-;-;-;-;-;-;-
9678456;Vollburg;-;-;-;-;-;-;-
9678457;Wustvieler Forst;-;-;-;-;-;-;-
9679114;Aub, St;17;4;4;1;1;8;3
9679117;Bergtheim;40;6;3;1;5;8;7
9679118;Bieberehren;7;3;0;0;1;0;0
9679122;Bütthard, M;14;0;3;0;1;6;5
9679124;Eibelstadt, St;28;4;4;0;3;12;6
9679126;Eisingen;30;4;2;0;3;7;7
9679128;Erlabrunn;10;2;2;0;2;2;2
9679130;Estenfeld;51;11;5;1;7;18;12
9679131;Frickenhausen a.Main, M;20;4;2;1;3;5;3
9679134;Gaukönigshofen;21;1;2;1;2;9;7
9679135;Gelchsheim, M;5;2;1;0;1;2;1
9679136;Gerbrunn;85;24;10;1;7;15;15
9679137;Geroldshausen;15;2;1;1;2;7;2
9679138;Giebelstadt, M;75;18;8;2;9;22;11
9679141;Greußenheim;17;2;2;0;1;9;3
9679142;Güntersleben;46;8;5;1;5;14;9
9679143;Hausen b.Würzburg;22;4;2;0;2;10;5
9679144;Helmstadt, M;18;2;1;0;1;8;4
9679146;Hettstadt;33;4;2;0;5;9;5
9679147;Höchberg, M;83;11;10;1;8;21;16
9679149;Holzkirchen;10;1;2;0;1;5;4
9679153;Kirchheim;21;4;1;1;4;2;4
9679154;Kist;27;4;3;1;4;7;4
9679155;Kleinrinderfeld;23;4;3;0;2;7;7
9679156;Kürnach;31;5;3;1;3;10;5
9679161;Margetshöchheim;28;4;2;1;2;12;9
9679164;Neubrunn, M;31;4;3;1;3;8;5
9679165;Altertheim;21;2;3;0;1;9;3
9679167;Eisenheim, M;13;3;2;0;1;5;6
9679169;Oberpleichfeld;16;5;3;0;1;7;3
9679170;Ochsenfurt, St;179;60;15;5;22;45;20
9679174;Prosselsheim;10;2;1;1;2;1;1
9679175;Randersacker, M;37;7;2;1;5;14;9
9679176;Reichenberg, M;36;3;4;1;4;13;4
9679177;Remlingen, M;21;2;2;0;1;8;3
9679179;Riedenheim;2;.;1;0;0;0;.
9679180;Rimpar, M;91;25;10;2;7;31;20
9679182;Röttingen, St;18;4;3;0;1;9;4
9679185;Rottendorf;52;8;5;2;8;14;9
9679187;Sommerhausen, M;21;2;4;0;2;9;5
9679188;Sonderhofen;14;5;1;1;2;3;3
9679192;Tauberrettersheim;4;0;1;0;1;0;0
9679193;Theilheim;22;3;3;0;2;7;6
9679194;Thüngersheim;18;3;2;1;5;6;1
9679196;Uettingen;18;2;1;0;2;4;3
9679200;Leinach;34;2;7;0;4;11;6
9679201;Unterpleichfeld;29;6;3;0;1;8;5
9679202;Veitshöchheim;134;34;10;1;11;37;32
9679204;Waldbrunn;26;3;1;1;3;8;5
9679205;Waldbüttelbrunn;44;7;5;1;4;15;6
9679206;Winterhausen, M;16;3;0;1;3;5;1
9679209;Zell a.Main, M;69;12;9;1;6;19;16
9679444;Gem.fr. Geb. Würzburg;-;-;-;-;-;-;-
9679451;Gramschatzer Wald;-;-;-;-;-;-;-
9679452;Guttenberger Wald;-;-;-;-;-;-;-
9679453;Irtenberger Wald;-;-;-;-;-;-;-
9761000;Augsburg;8153;3215;657;173;766;1652;1922
9762000;Kaufbeuren;955;248;124;34;113;239;303
9763000;Kempten (Allgäu);1215;366;133;27;135;302;202
9764000;Memmingen;793;278;67;20;88;203;142
9771111;Adelzhausen;19;1;2;0;1;7;4
9771112;Affing;68;14;11;2;5;27;8
9771113;Aichach, St;313;103;34;10;35;73;53
9771114;Aindling, M;52;6;7;1;5;17;8
9771122;Dasing;57;12;3;1;3;19;6
9771129;Eurasburg;17;4;3;0;3;3;0
9771130;Friedberg, St;341;81;39;9;42;100;49
9771140;Hollenbach;18;2;1;0;1;6;2
9771141;Inchenhofen, M;28;5;2;2;8;7;5
9771142;Kissing;146;37;18;2;12;41;27
9771144;Kühbach, M;50;3;11;1;5;18;9
9771145;Merching;42;7;4;1;5;12;4
9771146;Mering, M;187;42;21;3;20;47;24
9771149;Obergriesbach;25;3;1;0;2;8;6
9771155;Petersdorf;16;2;3;1;1;7;1
9771156;Pöttmes, M;78;19;7;3;12;18;11
9771158;Rehling;20;4;3;1;3;6;2
9771160;Ried;25;3;4;0;1;6;4
9771162;Schiltberg;15;2;2;0;2;5;2
9771163;Schmiechen;16;2;2;0;2;7;4
9771165;Sielenbach;19;5;3;0;3;6;0
9771168;Steindorf;9;1;0;0;1;2;1
9771169;Todtenweis;11;1;1;0;1;5;1
9771176;Baar (Schwaben);13;2;3;0;2;4;1
9772111;Adelsried;35;5;3;0;3;13;5
9772114;Allmannshofen;7;1;0;0;1;3;1
9772115;Altenmünster;36;9;5;1;4;15;4
9772117;Aystetten;35;6;2;1;2;14;7
9772121;Biberbach, M;40;7;6;1;3;15;6
9772125;Bobingen, St;261;85;25;10;33;65;39
9772126;Bonstetten;11;1;1;0;0;5;2
9772130;Diedorf, M;160;33;17;2;15;47;25
9772131;Dinkelscherben, M;66;8;9;2;7;27;9
9772134;Ehingen;9;2;2;0;0;2;2
9772136;Ellgau;9;3;2;0;1;2;2
9772137;Emersacker;21;3;3;1;2;6;3
9772141;Fischach, M;51;10;4;1;4;16;9
9772145;Gablingen;49;12;9;1;6;12;9
9772147;Gersthofen, St;395;129;39;7;36;91;55
9772148;Gessertshausen;44;9;7;1;4;15;9
9772149;Graben;45;6;6;1;5;14;6
9772151;Großaitingen;58;10;6;3;8;18;9
9772156;Heretsried;10;1;0;0;1;3;1
9772157;Hiltenfingen;15;3;2;1;2;4;2
9772159;Horgau;19;1;3;1;2;6;3
9772160;Kleinaitingen;14;3;2;0;2;5;2
9772162;Klosterlechfeld;43;7;6;1;3;15;9
9772163;Königsbrunn, St;463;113;47;13;51;121;74
9772166;Kühlenthal;6;.;0;0;0;1;1
9772167;Kutzenhausen;20;1;2;1;2;6;2
9772168;Langenneufnach;21;4;2;1;3;7;5
9772170;Langerringen;41;4;5;0;4;17;9
9772171;Langweid a.Lech;145;55;9;2;9;31;22
9772177;Meitingen, M;146;23;15;4;16;45;23
9772178;Mickhausen;11;1;2;0;1;4;2
9772179;Mittelneufnach;10;2;0;1;2;2;2
9772184;Neusäß, St;283;62;26;4;21;82;44
9772185;Nordendorf;31;7;3;1;2;11;5
9772186;Oberottmarshausen;23;4;2;0;2;10;3
9772197;Scherstetten;10;1;2;0;1;3;2
9772200;Schwabmünchen, St;206;48;18;5;26;44;41
9772202;Stadtbergen, St;236;81;15;4;21;60;37
9772207;Thierhaupten, M;30;4;3;1;4;11;5
9772209;Untermeitingen;86;11;7;2;11;26;12
9772211;Ustersbach;11;0;0;0;1;6;1
9772214;Walkertshofen;11;2;1;0;1;3;2
9772215;Wehringen;27;5;4;1;4;7;3
9772216;Welden, M;44;7;5;1;6;16;4
9772217;Westendorf;12;1;3;0;1;2;1
9772223;Zusmarshausen, M;72;15;8;1;8;28;14
9772444;Gem.fr. Geb. Augsburg;-;-;-;-;-;-;-
9772451;Schmellerforst;-;-;-;-;-;-;-
9773111;Aislingen, M;8;2;1;0;.;3;.
9773112;Bachhagel;19;2;2;0;1;6;3
9773113;Bächingen a.d.Brenz;18;4;4;1;1;9;3
9773116;Binswangen;8;0;0;0;1;1;2
9773117;Bissingen, M;19;1;3;0;1;7;1
9773119;Blindheim;14;0;1;0;2;7;1
9773122;Buttenwiesen;43;7;5;1;4;15;5
9773125;Dillingen a.d.Donau, GKSt;244;73;25;7;31;55;31
9773133;Glött;5;1;1;0;1;4;1
9773136;Gundelfingen a.d.Donau, St;88;27;8;1;11;24;13
9773137;Haunsheim;15;3;2;0;1;6;1
9773139;Höchstädt a.d.Donau, St;94;26;13;2;11;30;13
9773140;Holzheim;30;4;3;0;2;11;3
9773143;Laugna;15;0;1;0;1;7;1
9773144;Lauingen (Donau), St;175;60;20;4;22;44;22
9773146;Lutzingen;6;1;-;-;0;1;2
9773147;Mödingen;9;2;0;0;2;3;1
9773150;Finningen;8;1;1;0;1;3;1
9773153;Medlingen;8;1;1;0;1;4;2
9773164;Schwenningen;8;.;1;0;1;2;0
9773170;Syrgenstein;30;5;3;1;4;8;4
9773179;Villenbach;11;2;3;0;2;3;1
9773182;Wertingen, St;91;21;9;2;10;31;15
9773183;Wittislingen, M;18;1;1;1;3;5;2
9773186;Ziertheim;13;1;1;0;1;5;3
9773187;Zöschingen;5;.;1;0;1;1;1
9773188;Zusamaltheim;13;1;2;0;2;4;2
9774111;Aletshausen;9;0;0;0;1;4;1
9774115;Balzhausen;5;1;2;0;1;2;2
9774116;Ursberg;18;3;6;1;2;6;5
9774117;Breitenthal;8;0;1;0;1;2;1
9774118;Bubesheim;15;3;3;0;2;6;2
9774119;Bibertal;42;9;5;0;4;16;2
9774121;Burgau, St;132;34;14;3;14;34;24
9774122;Burtenbach, M;30;6;3;1;3;9;6
9774124;Deisenhausen;16;0;4;0;1;7;3
9774127;Dürrlauingen;14;1;2;0;2;8;3
9774129;Ebershausen;4;0;0;0;1;1;0
9774133;Ellzee;10;0;1;0;1;3;0
9774135;Günzburg, GKSt;292;101;38;4;27;67;49
9774136;Gundremmingen;20;3;1;0;1;13;7
9774140;Haldenwang;14;2;0;0;2;4;1
9774143;Ichenhausen, St;140;48;24;2;12;34;31
9774144;Jettingen-Scheppach, M;70;9;11;1;8;24;14
9774145;Kammeltal;26;1;2;1;4;9;4
9774148;Kötz;31;7;4;1;4;9;5
9774150;Krumbach (Schwaben), St;167;56;20;4;21;37;36
9774151;Landensberg;6;1;0;0;0;1;0
9774155;Leipheim, St;100;31;7;2;11;20;10
9774160;Münsterhausen, M;15;2;4;0;2;7;6
9774162;Neuburg a.d.Kammel, M;22;3;4;1;2;9;4
9774166;Aichen;7;.;1;0;1;1;1
9774171;Offingen, M;58;13;11;1;4;22;12
9774174;Rettenbach;12;1;2;0;1;6;2
9774178;Röfingen;11;1;-;-;1;6;2
9774185;Thannhausen, St;78;21;13;2;7;23;17
9774189;Wiesenbach;8;1;1;0;0;5;2
9774191;Waldstetten, M;12;3;2;0;2;2;3
9774192;Waltenhausen;5;2;1;0;0;1;1
9774196;Winterbach;5;1;0;0;1;2;1
9774198;Ziemetshausen, M;29;4;4;0;1;9;4
9774444;Gem.fr. Geb. Günzburg;-;-;-;-;-;-;-
9774451;Ebershauser-Nattenhauser Wald;-;-;-;-;-;-;-
9774452;Winzerwald;-;-;-;-;-;-;-
9775111;Altenstadt, M;54;12;4;2;8;12;9
9775115;Bellenberg;45;10;4;1;4;15;6
9775118;Buch, M;31;5;4;1;4;10;1
9775126;Holzheim;14;3;3;0;2;5;1
9775129;Illertissen, St;242;62;28;6;30;74;34
9775132;Kellmünz a.d.Iller, M;18;7;3;0;2;6;3
9775134;Nersingen;94;27;15;2;8;28;12
9775135;Neu-Ulm, GKSt;910;325;81;17;88;211;113
9775139;Elchingen;85;21;6;2;8;25;8
9775141;Oberroth;8;2;1;0;1;2;1
9775142;Osterberg;7;1;2;1;2;3;2
9775143;Pfaffenhofen a.d.Roth, M;68;10;7;1;5;24;6
9775149;Roggenburg;23;1;2;1;3;8;2
9775152;Senden, St;307;91;29;5;27;96;45
9775161;Unterroth;7;.;1;1;2;4;1
9775162;Vöhringen, St;173;50;16;5;19;47;26
9775164;Weißenhorn, St;138;31;18;2;13;42;23
9775444;Gem.fr. Geb. Neu-Ulm;-;-;-;-;-;-;-
9775451;Auwald;-;-;-;-;-;-;-
9775452;Oberroggenburger Wald;-;-;-;-;-;-;-
9775454;Stoffenrieder Forst;-;-;-;-;-;-;-
9775455;Unterroggenburger Wald;-;-;-;-;-;-;-
9776111;Bodolz;38;15;3;0;3;10;6
9776112;Gestratz;8;4;0;0;1;2;0
9776113;Grünenbach;12;3;2;0;1;3;5
9776114;Heimenkirch, M;34;7;6;1;5;10;7
9776115;Hergensweiler;12;3;2;0;3;3;1
9776116;Lindau (Bodensee), GKSt;480;193;37;13;49;118;77
9776117;Lindenberg i.Allgäu, St;175;66;14;4;21;35;24
9776118;Maierhöfen;11;1;1;0;2;3;1
9776120;Nonnenhorn;20;6;2;0;1;7;3
9776121;Oberreute;8;1;2;0;1;4;1
9776122;Opfenbach;15;2;0;0;1;2;2
9776124;Röthenbach (Allgäu);15;2;1;1;3;2;2
9776125;Scheidegg, M;39;10;4;2;4;12;6
9776126;Sigmarszell;30;6;3;1;3;9;4
9776127;Stiefenhofen;10;0;1;0;1;4;2
9776128;Wasserburg (Bodensee);35;9;2;2;4;8;4
9776129;Weiler-Simmerberg, M;62;17;7;2;9;18;7
9776130;Weißensberg;25;9;5;0;1;9;5
9776131;Hergatz;21;4;1;1;2;6;4
9777111;Aitrang;19;3;2;0;2;5;1
9777112;Biessenhofen;55;12;8;1;8;16;9
9777114;Baisweil;9;0;2;0;1;3;1
9777118;Bidingen;23;3;3;1;2;9;10
9777121;Buchloe, St;168;35;19;5;24;51;33
9777124;Eggenthal;15;0;1;1;2;2;6
9777125;Eisenberg;11;1;1;0;3;2;2
9777128;Friesenried;14;3;3;0;2;3;2
9777129;Füssen, St;280;103;23;3;28;78;58
9777130;Germaringen;39;5;4;1;5;11;8
9777131;Görisried;13;1;2;0;1;4;4
9777135;Hopferau;11;3;1;0;2;4;3
9777138;Günzach;23;2;5;0;4;6;6
9777139;Irsee, M;13;2;0;1;2;3;3
9777140;Jengen;18;1;1;1;2;6;1
9777141;Kaltental, M;12;3;1;0;1;6;2
9777144;Kraftisried;7;1;1;0;1;1;.
9777145;Lamerdingen;18;2;4;0;1;7;2
9777147;Lechbruck am See;43;10;2;1;5;17;9
9777149;Lengenwang;9;2;0;0;1;2;2
9777151;Marktoberdorf, St;274;87;27;7;37;74;50
9777152;Mauerstetten;21;2;3;0;3;5;4
9777153;Nesselwang, M;46;12;5;0;5;16;10
9777154;Obergünzburg, M;68;15;6;2;8;21;18
9777155;Oberostendorf;12;0;1;0;2;4;3
9777157;Osterzell;7;1;1;0;1;1;0
9777158;Pforzen;20;5;2;1;3;6;3
9777159;Pfronten;118;17;11;2;8;41;27
9777163;Rieden am Forggensee;17;5;2;0;2;6;2
9777164;Rieden;15;2;3;0;2;7;4
9777165;Ronsberg, M;23;2;2;1;3;4;4
9777166;Roßhaupten;20;3;2;1;3;5;1
9777167;Ruderatshofen;23;6;1;1;4;8;7
9777168;Rückholz;10;0;0;0;1;1;1
9777169;Schwangau;51;15;6;1;4;17;11
9777170;Seeg;28;5;1;0;2;11;6
